Hours_Studied,Attendance,Previous_Scores,Motivation_Level,Family_Income,Teacher_Quality,School_Type,Parental_Education_Level,Exam_Score
10,69,97,Medium,Medium,Medium,Private,High School,61
13,98,71,Medium,Low,High,Private,College,70
21,84,66,High,High,Medium,Private,College,68
15,72,68,High,Medium,Medium,Public,High School,64
23,78,94,Medium,High,Medium,Private,High School,68
20,92,67,Low,Medium,Medium,Public,High School,68
8,66,83,Medium,Low,Medium,Private,College,63
24,72,73,Low,Low,Medium,Public,College,65
25,87,97,Medium,Low,Low,Private,High School,69
14,73,58,Medium,Low,High,Public,College,63
23,92,71,Medium,Low,Medium,Public,College,69
15,65,56,Medium,High,Medium,Private,High School,61
21,91,79,Medium,Low,Medium,Private,College,69
12,63,70,Low,High,Low,Public,College,62
9,61,53,Medium,Medium,Medium,Public,Postgraduate,58
18,96,92,Medium,Medium,Medium,Public,High School,71
19,83,69,Medium,Medium,Medium,Private,Postgraduate,69
18,74,75,High,High,High,Public,Postgraduate,68
13,69,70,Medium,Medium,High,Private,College,61
18,85,74,Medium,Low,Medium,Private,College,67
22,80,51,Medium,Medium,Medium,Public,Postgraduate,68
20,100,91,Medium,Low,Medium,Public,High School,72
21,99,67,Medium,Medium,Medium,Private,College,71
16,85,86,Low,Medium,Medium,Public,High School,67
27,78,53,Medium,Medium,Medium,Private,Postgraduate,68
13,80,76,Medium,High,Medium,Public,High School,64
23,87,95,High,High,Medium,Private,High School,73
27,64,70,Medium,Low,High,Public,High School,65
23,73,60,High,Medium,Medium,Private,Postgraduate,67
19,63,55,Low,Medium,Medium,Private,College,63
17,63,93,Medium,Low,Medium,Public,Postgraduate,63
26,68,62,High,Medium,Medium,Public,Postgraduate,69
11,79,99,Medium,High,Low,Public,High School,68
14,91,62,Medium,Low,High,Public,College,68
18,79,74,Medium,Low,Medium,Public,High School,69
27,73,73,High,High,High,Public,High School,73
22,63,53,High,Low,High,Public,High School,66
14,82,77,Medium,Medium,Medium,Public,College,68
18,71,84,Medium,Medium,Low,Public,Postgraduate,65
16,85,87,High,Low,Medium,Private,High School,67
16,99,76,Low,Medium,Medium,Private,College,70
26,64,91,Medium,Low,Medium,Private,High School,66
12,68,88,High,Low,Medium,Public,Postgraduate,64
30,79,60,Medium,Low,Medium,Public,High School,69
25,99,70,Medium,Medium,Medium,Public,College,71
27,91,57,Medium,Low,Low,Private,Postgraduate,68
17,96,57,Low,Medium,Medium,Private,College,68
19,73,86,High,Medium,High,Public,College,66
11,100,77,Medium,Medium,High,Public,Postgraduate,70
17,64,80,Medium,High,High,Public,Postgraduate,65
23,62,87,Medium,Medium,Medium,Public,High School,63
28,94,64,Medium,Medium,Medium,Public,High School,70
13,97,70,Medium,High,Medium,Private,Postgraduate,67
18,64,80,Medium,Medium,Medium,Public,High School,63
19,65,55,Medium,Low,High,Public,Postgraduate,64
12,61,92,Medium,High,Medium,Public,High School,60
24,64,67,Low,Low,Medium,Public,High School,62
16,68,83,High,Low,High,Public,High School,65
19,99,100,Medium,High,Low,Private,Postgraduate,69
17,87,74,Low,Low,High,Private,College,68
15,91,61,Medium,Medium,High,Public,High School,66
20,91,61,Low,Low,Medium,Public,Postgraduate,72
19,81,53,Medium,High,Medium,Public,High School,68
18,92,88,Medium,High,Medium,Public,High School,69
16,84,65,Low,High,High,Public,High School,65
22,73,59,Low,Low,Medium,Public,High School,65
30,82,86,Low,Low,High,Public,High School,70
21,81,65,High,Medium,Medium,Public,College,67
26,93,80,Medium,Low,Medium,Private,College,73
12,99,71,Medium,Medium,Low,Public,College,70
21,76,67,Medium,High,Low,Private,High School,66
13,91,74,Medium,Low,Medium,Private,Postgraduate,68
11,64,66,Medium,Low,Medium,Public,College,61
16,91,94,Low,High,Medium,Public,Postgraduate,70
27,75,54,Low,Medium,Medium,Public,Postgraduate,66
26,62,52,Medium,Low,Medium,Public,College,67
21,75,70,High,Medium,High,Private,Postgraduate,69
11,84,59,Low,Medium,Medium,Public,High School,64
19,65,87,Low,High,High,Public,College,65
22,97,68,Low,Medium,High,Private,College,75
21,63,63,Medium,Medium,Medium,Public,High School,63
9,97,68,Low,Medium,Medium,Private,College,69
15,88,61,Low,Medium,High,Public,High School,68
20,73,65,Medium,High,High,Private,College,66
23,76,78,Low,High,Medium,Public,High School,66
7,90,93,Low,Medium,Medium,Public,College,66
19,84,69,Medium,Medium,Low,Public,College,68
21,87,66,Medium,Low,Low,Public,High School,65
25,76,89,High,Low,Medium,Public,College,70
24,80,51,Medium,High,Low,Public,High School,68
23,100,65,Low,Medium,High,Public,High School,70
15,69,73,Medium,Medium,Medium,Public,High School,61
9,77,80,Medium,Medium,Medium,Public,High School,61
18,72,58,Low,Low,Medium,Public,High School,64
26,91,72,Low,High,Medium,Public,College,71
28,91,78,Low,Medium,Low,Public,High School,72
24,72,76,High,Low,Medium,Public,High School,66
23,63,79,High,Low,Medium,Private,High School,63
22,60,83,Medium,Medium,Medium,Public,College,62
17,77,69,Low,High,Medium,Public,,65
19,76,53,Medium,Medium,Medium,Public,High School,66
30,100,53,Medium,Low,High,Private,High School,72
14,79,93,Medium,Medium,Medium,Public,College,68
30,70,84,High,Medium,Medium,Public,Postgraduate,70
18,96,88,Medium,Medium,High,Private,High School,70
28,80,96,High,Low,Medium,Public,High School,73
12,84,88,High,High,High,Public,High School,67
24,64,85,Medium,Medium,Medium,Public,Postgraduate,65
16,75,83,Medium,Medium,High,Private,College,65
12,98,63,Medium,High,Medium,Private,High School,65
21,84,98,Medium,Medium,Medium,Public,College,70
26,74,77,Medium,Medium,Medium,Private,High School,66
15,85,61,Medium,Medium,Low,Public,College,65
11,96,60,Medium,Low,Medium,Public,High School,68
19,71,91,Medium,High,Medium,Public,High School,66
19,80,63,High,Medium,Medium,Public,College,65
23,98,52,Low,Low,High,Private,High School,71
26,67,71,Medium,High,Medium,Private,High School,65
20,89,91,High,Medium,Medium,Private,College,70
31,85,71,Low,Medium,High,Public,College,69
21,87,90,High,High,Medium,Public,High School,71
18,74,91,Medium,Medium,High,Private,High School,67
10,73,93,High,Low,Medium,Public,,64
18,87,79,High,Low,High,Public,College,82
18,69,85,Medium,High,Medium,Private,College,66
26,77,63,Low,Low,High,Public,High School,66
23,68,55,Medium,Medium,Medium,Public,High School,65
13,60,77,Low,Medium,High,Private,High School,61
21,99,51,High,Medium,Low,Private,Postgraduate,72
24,77,73,Medium,Medium,Medium,Public,High School,70
29,99,55,Low,Medium,Medium,Private,High School,71
25,66,55,Medium,Medium,Medium,Public,High School,84
25,83,94,Low,Low,High,Public,College,72
20,68,82,Medium,Low,High,Public,Postgraduate,67
22,92,82,Medium,Medium,Medium,Private,Postgraduate,72
27,91,70,Low,Medium,Low,Public,High School,70
12,65,71,Medium,Low,High,Public,High School,62
18,96,65,Low,Medium,Medium,Public,College,71
15,68,72,Low,High,Low,Public,High School,62
22,85,79,Low,Low,Low,Public,High School,68
27,99,59,High,Low,Medium,Public,High School,74
16,95,63,Medium,Medium,Low,Private,High School,68
6,98,75,Medium,High,Medium,Public,Postgraduate,64
18,74,69,Medium,Low,Medium,Public,High School,65
25,64,91,Medium,Low,Low,Public,College,66
23,68,91,Low,Low,Medium,Public,College,68
23,80,67,Low,Low,High,Public,High School,67
18,92,73,Low,Medium,High,Public,High School,67
12,66,99,Low,Medium,Low,Public,High School,63
23,86,91,Medium,Low,Medium,Public,College,71
15,73,61,Low,Low,High,Private,Postgraduate,63
33,74,64,Medium,Medium,Medium,Public,High School,66
23,86,54,Low,Medium,Medium,Public,High School,67
17,79,84,Medium,Medium,Medium,Public,High School,66
16,92,66,High,Medium,Medium,Public,Postgraduate,70
19,66,77,Low,Medium,Medium,Public,College,64
19,92,88,Low,High,Medium,Public,Postgraduate,71
27,63,92,Medium,Low,Medium,Public,College,68
21,68,66,Low,High,Medium,Private,High School,64
16,86,62,Low,Low,High,Public,High School,66
31,94,92,Low,High,Low,Private,High School,72
20,70,69,High,Medium,High,Public,Postgraduate,66
25,73,91,Medium,Medium,High,Public,,70
16,81,57,High,Medium,Medium,Private,High School,66
22,68,96,Medium,Medium,Medium,Public,Postgraduate,68
22,92,74,High,Medium,Low,Public,College,70
9,91,59,High,Low,Medium,Private,College,64
32,66,77,High,Medium,Medium,Public,College,71
28,79,94,Low,Low,Medium,Private,College,72
18,91,69,Medium,Low,High,Public,High School,71
13,73,59,Medium,Medium,High,Public,Postgraduate,63
22,85,79,Medium,High,Low,Public,College,68
21,62,92,Medium,Medium,Medium,Private,High School,63
22,84,56,Medium,High,Low,Private,High School,66
21,66,52,High,Medium,Medium,Public,High School,63
23,93,53,High,Low,Medium,Private,College,72
29,74,62,High,Low,High,Public,Postgraduate,70
23,71,50,Medium,Low,High,Public,College,65
14,94,71,Medium,Medium,Medium,Private,College,67
28,62,85,Medium,Low,High,Public,High School,66
30,76,86,Medium,Medium,High,Public,Postgraduate,69
39,75,82,High,High,Low,Public,College,73
13,71,65,High,Medium,Medium,Public,Postgraduate,66
21,96,87,Medium,Medium,Medium,Public,High School,70
8,90,79,High,Low,Medium,Public,College,68
23,63,93,Medium,Medium,High,Private,High School,65
17,89,74,Medium,Low,Medium,Private,Postgraduate,67
32,81,59,High,High,Medium,Public,High School,71
15,96,82,Medium,Low,Low,Private,High School,70
10,73,58,Low,Low,Medium,Private,High School,61
17,83,98,Medium,Medium,Medium,Public,High School,69
8,80,85,Medium,Low,High,Public,Postgraduate,63
25,80,88,Low,Low,High,Private,College,67
8,78,84,Medium,Medium,Medium,Public,College,65
20,68,55,High,Low,Low,Public,High School,63
8,90,73,High,High,Low,Private,Postgraduate,67
18,78,83,Medium,Low,Medium,Private,Postgraduate,66
30,98,61,Medium,Low,Medium,Public,Postgraduate,72
22,70,84,Low,Low,High,Public,High School,68
15,87,91,Medium,Low,Low,Public,High School,67
20,98,64,Medium,High,High,Private,Postgraduate,72
20,87,60,Medium,Low,Medium,Public,High School,66
23,95,94,Medium,Medium,Medium,Public,High School,73
12,93,50,Low,High,High,Public,Postgraduate,71
24,74,63,High,Low,High,Public,High School,65
4,84,70,Medium,Medium,High,Private,High School,65
16,66,84,Medium,Medium,Medium,Private,High School,65
17,81,100,Low,Medium,High,Private,College,68
24,69,69,Medium,High,Medium,Public,College,70
20,90,97,Low,Medium,Low,Private,High School,68
12,81,68,High,Low,High,Private,High School,62
14,76,85,High,Low,Medium,Private,College,66
21,71,58,Low,Low,Medium,Public,College,65
20,100,73,Medium,Low,Medium,Public,College,71
17,63,94,Low,Medium,Medium,Public,High School,61
17,62,66,High,High,Medium,Public,High School,63
24,69,55,Low,Medium,High,Public,High School,67
17,99,76,Low,High,Medium,Public,Postgraduate,70
19,99,72,Low,Medium,High,Private,Postgraduate,73
33,86,61,Medium,High,,Public,High School,72
11,95,95,Low,Low,High,Public,Postgraduate,69
9,69,80,Medium,Medium,Medium,Private,College,61
25,99,67,Medium,Low,High,Public,,71
16,66,100,Medium,Medium,Medium,Public,High School,64
18,64,57,Medium,High,Medium,Public,High School,61
15,64,92,Low,Low,Medium,Public,College,63
18,83,62,High,Low,Medium,Public,High School,65
30,91,62,Low,Low,High,Public,Postgraduate,73
25,75,75,High,High,High,Private,Postgraduate,68
25,99,83,Medium,Medium,Medium,Public,College,72
12,77,85,Medium,Medium,Medium,Public,College,62
13,66,51,Low,Medium,Medium,Private,Postgraduate,63
3,79,64,Low,Medium,Medium,Public,Postgraduate,58
15,87,83,Medium,High,High,Private,High School,68
26,93,94,Low,Medium,High,Public,High School,74
23,78,83,Medium,Medium,Medium,Public,High School,68
19,84,63,Medium,High,Medium,Private,High School,67
20,71,75,Low,Medium,Medium,Private,High School,65
16,86,82,Low,Low,Medium,Public,High School,63
21,99,57,High,Medium,Medium,Public,Postgraduate,71
25,62,77,Medium,Medium,Low,Public,College,62
10,95,74,High,Low,Medium,Public,High School,66
22,82,67,Low,Low,High,Private,Postgraduate,65
26,70,81,Low,Low,High,Public,High School,66
18,98,82,Medium,Medium,High,Public,College,71
24,79,99,High,Low,High,Public,High School,68
37,73,71,Medium,High,High,Public,High School,72
19,67,77,Medium,Medium,High,Private,Postgraduate,66
22,70,58,Low,High,Medium,Public,Postgraduate,66
16,93,77,High,Low,Medium,Public,High School,67
21,85,52,Medium,High,High,Public,Postgraduate,71
23,97,57,Low,High,Medium,Public,Postgraduate,72
21,69,59,Medium,Low,Medium,Public,Postgraduate,64
14,65,82,Low,Low,Low,Public,High School,60
21,60,78,Medium,Medium,High,Public,High School,64
29,80,90,Medium,Medium,Low,Public,College,70
23,100,73,Medium,Medium,Medium,Private,College,72
26,88,74,Medium,Low,Medium,Public,High School,68
19,72,58,Medium,Medium,Low,Public,High School,62
24,95,87,Medium,Low,Medium,Public,High School,68
22,91,50,Medium,Low,,Public,Postgraduate,72
14,61,71,Medium,Medium,Low,Private,Postgraduate,60
22,93,59,Low,Low,High,Public,Postgraduate,72
14,72,89,Medium,Medium,Medium,Public,High School,65
16,66,84,High,Low,Low,Public,High School,63
21,69,85,Medium,Medium,Medium,Private,Postgraduate,66
22,79,57,Low,Medium,High,Public,High School,65
13,77,83,Medium,Medium,High,Public,Postgraduate,65
26,72,85,Medium,Low,Medium,Public,High School,67
23,67,50,Low,Low,Medium,Private,College,65
16,90,66,Medium,High,High,Public,High School,67
11,100,54,Low,Low,Medium,Public,Postgraduate,66
19,91,84,High,High,High,Public,High School,71
17,72,61,Medium,Medium,Medium,Public,Postgraduate,64
21,70,63,Medium,Medium,Medium,Public,High School,61
18,69,54,Low,High,High,Private,High School,65
8,65,74,Medium,Medium,High,Private,High School,61
18,82,52,Low,Low,Medium,Public,High School,64
18,84,92,Low,Low,High,Public,College,69
24,88,51,High,Medium,Low,Public,High School,71
16,87,53,High,Medium,High,Private,College,70
30,72,82,High,Low,Medium,Public,College,70
9,73,96,Low,Low,High,Public,High School,62
28,87,95,Medium,Medium,Low,Private,Postgraduate,73
19,74,54,High,Medium,Medium,Public,College,66
25,69,64,Medium,High,Low,Public,Postgraduate,66
20,75,76,Medium,High,High,Private,College,66
27,71,51,Medium,High,Medium,Public,College,66
18,64,76,Medium,Medium,High,Public,High School,65
13,93,72,High,Medium,Medium,Private,Postgraduate,67
29,94,79,Medium,Low,High,Private,College,76
19,69,96,Medium,High,High,Private,High School,66
21,63,64,Low,High,High,Public,High School,63
27,90,82,Medium,Medium,Medium,Public,College,71
14,68,71,Low,Medium,Medium,Public,College,63
24,76,72,Low,High,Medium,Public,College,67
16,63,82,Medium,High,Medium,Public,High School,63
19,69,98,Medium,High,Medium,Public,High School,66
20,92,93,Low,High,Medium,Public,College,72
11,92,82,High,Medium,Medium,Private,Postgraduate,70
15,68,73,Medium,Medium,Medium,Public,College,62
28,73,71,Medium,Medium,High,Private,College,69
25,65,89,Medium,Medium,High,Public,High School,66
20,63,61,Medium,High,Medium,Public,High School,64
21,100,79,Medium,Low,Medium,Public,High School,70
18,86,75,High,Low,High,Public,High School,67
28,82,82,Low,Medium,Medium,Private,Postgraduate,71
19,91,59,High,High,Medium,Public,Postgraduate,69
21,94,85,Medium,Medium,Medium,Public,College,70
27,92,81,Medium,Low,Medium,Public,College,70
15,61,59,Medium,Medium,Medium,Public,Postgraduate,61
29,67,72,Medium,Medium,High,Public,High School,65
11,86,84,Medium,High,High,Private,High School,67
30,75,95,Low,High,Medium,Public,Postgraduate,70
18,99,56,Medium,Low,High,Private,High School,67
19,87,50,Medium,Low,Medium,Public,Postgraduate,68
9,98,58,Medium,Medium,Medium,Public,College,69
17,68,99,Medium,Medium,Low,Private,Postgraduate,65
14,95,88,Medium,Low,Low,Public,High School,68
16,73,81,Medium,High,High,Public,Postgraduate,67
19,100,57,Medium,High,Medium,Private,High School,70
26,66,71,High,Medium,Medium,Public,High School,68
21,81,86,Medium,Low,Medium,Public,College,69
22,92,95,Low,Low,Low,Public,Postgraduate,70
13,77,69,Medium,Low,High,Private,College,67
15,79,100,Medium,Low,Medium,Public,College,70
31,99,57,High,High,High,Public,Postgraduate,74
16,77,69,Low,Low,High,Public,High School,63
30,84,94,Medium,Low,High,Private,High School,72
19,62,82,Low,Low,Low,Private,Postgraduate,62
20,94,91,Medium,Low,Medium,Public,Postgraduate,71
26,86,95,Medium,Low,High,Public,High School,68
28,76,75,High,High,Medium,Public,High School,72
19,61,62,High,High,Medium,Public,Postgraduate,64
18,84,85,Medium,Medium,Medium,Public,High School,64
20,61,78,Medium,Low,Medium,Private,High School,63
22,60,89,Medium,Medium,High,Private,College,66
25,85,76,Medium,High,Medium,Public,College,71
20,68,91,High,High,Medium,Private,College,70
24,68,95,Low,Medium,Medium,Public,High School,67
30,86,87,Medium,Low,Low,Private,College,73
22,62,87,Medium,High,Low,Public,High School,64
22,73,79,Medium,Medium,Low,Public,Postgraduate,65
11,66,74,Medium,Medium,High,Private,High School,62
4,83,99,Low,Low,Low,Private,College,64
22,86,82,Low,Low,Low,Private,College,67
19,89,92,High,Medium,Medium,Private,Postgraduate,74
17,70,75,Medium,Low,Medium,Private,College,63
21,64,78,Low,Medium,Medium,Public,High School,64
20,63,83,Low,Medium,Medium,Public,Postgraduate,64
27,77,86,High,High,High,Public,College,70
21,98,72,Medium,Low,Low,Public,High School,71
16,69,68,Medium,Medium,High,Public,College,63
26,70,62,Medium,Low,,Private,College,66
19,64,71,Medium,High,Medium,Public,High School,65
23,84,61,Medium,Medium,High,Public,College,70
17,87,71,Medium,Low,Medium,Public,College,65
