"Hours_Studied","Attendance","Previous_Scores","Motivation_Level","Family_Income","Teacher_Quality","School_Type","Parental_Education_Level","Exam_Score","gruppi","Previous_Level","Score_Groups","Study_level"
26,81,60,"High","Low","High","Public","Postgraduate",71,"21-30","1","3","3"
22,83,53,"Medium","Low","Low","Public","Postgraduate",65,"21-30","1","1","3"
28,69,88,"Low","Low","Medium","Public","High School",68,"21-30","3","2","3"
23,90,78,"High","Medium","Medium","Private","High School",70,"21-30","2","3","3"
27,72,53,"Medium","Medium","Low","Public","High School",68,"21-30","1","2","3"
23,97,73,"Medium","Low","Medium","Private","High School",69,"21-30","2","2","3"
28,86,52,"Medium","Medium","Medium","Public","College",70,"21-30","1","3","3"
23,77,68,"Low","High","High","Private","High School",67,"21-30","2","2","3"
19,92,68,"Medium","Medium","Medium","Public","High School",69,"11-20","2","2","2"
34,93,91,"Low","High","Medium","Public","",73,"30+","3","3","4"
25,72,87,"Low","Medium","Low","Public","Postgraduate",68,"21-30","2","2","3"
23,74,95,"Medium","Low","Medium","Public","College",67,"21-30","3","2","3"
12,97,57,"Low","Low","Medium","Private","College",67,"11-20","1","2","2"
12,67,77,"Medium","Low","High","Private","College",64,"11-20","2","1","2"
22,62,51,"Medium","Low","Medium","Public","High School",63,"21-30","1","1","3"
21,78,91,"Medium","Medium","Low","Private","Postgraduate",67,"21-30","3","2","3"
16,92,68,"Medium","Medium","High","Public","High School",70,"11-20","2","3","2"
21,91,53,"High","Medium","Medium","Public","Postgraduate",71,"21-30","1","3","3"
30,97,66,"High","Medium","Medium","Private","College",74,"21-30","2","3","4"
24,81,64,"High","High","Low","Public","High School",70,"21-30","2","3","3"
13,64,88,"Medium","Medium","Medium","Public","College",59,"11-20","3","1","2"
19,84,56,"Medium","Low","Medium","Private","High School",64,"11-20","1","1","2"
15,91,78,"Low","Medium","High","Public","High School",67,"11-20","2","2","2"
18,64,90,"Medium","Low","Medium","Public","High School",63,"11-20","3","1","2"
18,67,87,"Medium","Low","Low","Public","College",66,"11-20","2","2","2"
17,60,97,"Medium","Medium","Medium","Private","College",62,"11-20","3","1","2"
12,84,50,"Medium","High","High","Public","High School",65,"11-20","1","1","2"
19,95,68,"Medium","High","Medium","Public","College",73,"11-20","2","3","2"
17,87,68,"High","Medium","High","Public","High School",70,"11-20","2","3","2"
2,99,52,"Low","Medium","Medium","Public","High School",62,"0-10","1","1","1"
32,63,91,"Medium","High","Low","Public","High School",68,"30+","3","2","4"
27,96,84,"Medium","High","Medium","Public","College",74,"21-30","2","3","3"
18,93,76,"Low","Medium","Medium","Private","High School",96,"11-20","2","3","2"
20,73,70,"High","Low","High","Public","High School",66,"11-20","2","2","3"
13,99,95,"Medium","Low","Medium","Public","Postgraduate",69,"11-20","3","2","2"
30,72,63,"Medium","Low","Medium","Public","Postgraduate",70,"21-30","1","3","4"
31,96,67,"Medium","Medium","Medium","Private","College",73,"30+","2","3","4"
21,95,98,"Low","Low","High","Public","High School",69,"21-30","3","2","3"
26,90,53,"Medium","Low","Medium","Private","High School",71,"21-30","1","3","3"
21,83,89,"Low","Low","Low","Public","College",65,"21-30","3","1","3"
12,65,86,"Medium","Medium","Medium","Public","Postgraduate",62,"11-20","2","1","2"
18,81,95,"Low","Medium","","Public","High School",69,"11-20","3","2","2"
21,74,55,"High","Low","Medium","Public","College",65,"21-30","1","1","3"
17,92,99,"Medium","Medium","Medium","Public","College",68,"11-20","3","2","2"
19,90,51,"High","Low","Medium","Public","Postgraduate",65,"11-20","1","1","2"
19,96,67,"Medium","High","Medium","Private","High School",72,"11-20","2","3","2"
20,61,54,"Medium","High","Medium","Private","Postgraduate",67,"11-20","1","2","3"
20,92,53,"Medium","Medium","High","Private","College",68,"11-20","1","2","3"
14,98,98,"Medium","Medium","High","Public","High School",68,"11-20","3","2","2"
16,92,86,"Low","Medium","Medium","Private","College",66,"11-20","2","2","2"
12,65,75,"High","High","Medium","Private","High School",62,"11-20","2","1","2"
26,63,55,"Medium","Medium","High","Public","High School",65,"21-30","1","1","3"
7,61,76,"High","Medium","Medium","Private","High School",60,"0-10","2","1","1"
27,85,66,"Medium","Low","High","Private","High School",70,"21-30","2","3","3"
28,85,64,"Low","Low","Medium","Public","High School",68,"21-30","2","2","3"
18,99,81,"Low","Medium","Medium","Public","Postgraduate",72,"11-20","2","3","2"
4,76,90,"Medium","High","Medium","Public","High School",63,"0-10","3","1","1"
18,73,72,"Low","Medium","Medium","Private","High School",63,"11-20","2","1","2"
20,85,75,"Low","Medium","Medium","Public","College",67,"11-20","2","2","3"
14,93,83,"Low","Medium","Medium","Public","Postgraduate",68,"11-20","2","2","2"
17,97,56,"Low","High","Medium","Public","High School",69,"11-20","1","2","2"
29,92,91,"Low","High","High","Public","High School",75,"21-30","3","3","3"
24,77,92,"High","High","Medium","Public","High School",67,"21-30","3","2","3"
14,85,77,"Medium","Low","High","Public","High School",69,"11-20","2","2","2"
10,94,59,"Low","Medium","Medium","Public","Postgraduate",65,"0-10","1","1","2"
18,80,75,"Medium","Medium","Medium","Public","High School",65,"11-20","2","1","2"
19,69,55,"Low","Low","Medium","Public","College",63,"11-20","1","1","2"
23,67,88,"Medium","Medium","Medium","Private","High School",65,"21-30","3","1","3"
17,60,66,"Medium","Low","Medium","Public","High School",58,"11-20","2","1","2"
23,89,66,"Low","Low","High","Private","High School",70,"21-30","2","3","3"
32,64,97,"Medium","Medium","Low","Public","College",66,"30+","3","2","4"
25,70,71,"Medium","Low","Medium","Public","College",63,"21-30","2","1","3"
20,72,89,"Low","Low","Medium","Private","High School",62,"11-20","3","1","3"
19,82,82,"High","Medium","Medium","Private","College",69,"11-20","2","2","2"
18,76,66,"High","High","High","Public","High School",66,"11-20","2","2","2"
27,87,56,"Medium","Low","High","Public","High School",68,"21-30","1","2","3"
16,62,90,"Low","High","Medium","Public","Postgraduate",62,"11-20","3","1","2"
20,65,88,"Medium","Medium","High","Public","High School",64,"11-20","3","1","3"
20,80,58,"Low","Medium","Medium","Public","College",65,"11-20","1","1","3"
17,73,62,"Low","Low","Medium","Private","College",64,"11-20","1","1","2"
12,72,88,"High","High","Medium","Public","High School",65,"11-20","3","1","2"
22,63,99,"Low","Medium","Medium","Private","High School",65,"21-30","3","1","3"
20,96,92,"Medium","Medium","Medium","Public","College",70,"11-20","3","3","3"
23,88,84,"High","Medium","Medium","Private","Postgraduate",71,"21-30","2","3","3"
17,65,96,"Low","Medium","High","Public","College",65,"11-20","3","1","2"
27,63,64,"Medium","High","High","Public","Postgraduate",67,"21-30","2","2","3"
15,99,50,"High","Low","Medium","Public","High School",68,"11-20","1","2","2"
30,87,66,"Low","Medium","Medium","Public","High School",73,"21-30","2","3","4"
10,77,99,"Medium","Medium","High","Public","High School",64,"0-10","3","1","2"
23,88,94,"Low","Low","Medium","Private","High School",71,"21-30","3","3","3"
23,90,53,"Medium","Medium","High","Private","High School",70,"21-30","1","3","3"
15,91,75,"Medium","Medium","Medium","Public","High School",68,"11-20","2","2","2"
23,79,54,"Medium","Low","Medium","Private","College",68,"21-30","1","2","3"
28,77,89,"Medium","Low","Medium","Public","High School",68,"21-30","3","2","3"
7,60,69,"Low","Low","Medium","Private","College",59,"0-10","2","1","1"
23,97,96,"Medium","Medium","High","Private","College",74,"21-30","3","3","3"
5,84,53,"Low","Low","High","Public","Postgraduate",62,"0-10","1","1","1"
14,68,87,"High","Medium","Medium","Public","High School",64,"11-20","2","1","2"
30,97,70,"Medium","High","Medium","Public","Postgraduate",76,"21-30","2","3","4"
17,97,63,"Medium","Low","Medium","Public","High School",70,"11-20","1","3","2"
13,100,76,"Medium","Low","Low","Public","Postgraduate",69,"11-20","2","2","2"
19,95,74,"High","Low","High","Public","",69,"11-20","2","2","2"
32,100,67,"Medium","Medium","Medium","Public","High School",74,"30+","2","3","4"
9,70,82,"Low","High","High","Public","High School",62,"0-10","2","1","1"
14,94,83,"High","Low","High","Public","Postgraduate",70,"11-20","2","3","2"
29,93,54,"Medium","Low","High","Public","High School",71,"21-30","1","3","3"
31,69,80,"Low","Medium","Medium","Public","College",68,"30+","2","2","4"
19,64,86,"Low","High","Medium","Private","Postgraduate",66,"11-20","2","2","2"
13,99,54,"High","High","Medium","Public","High School",67,"11-20","1","2","2"
33,72,83,"Low","Low","High","Private","High School",71,"30+","2","3","4"
30,95,90,"Medium","Medium","Medium","Public","High School",74,"21-30","3","3","4"
24,60,92,"Low","Medium","Medium","Public","College",65,"21-30","3","1","3"
15,61,52,"Medium","Medium","Medium","Private","High School",60,"11-20","1","1","2"
20,79,85,"Low","Medium","Medium","Public","College",69,"11-20","2","2","3"
19,70,90,"Low","Low","Medium","Private","High School",65,"11-20","3","1","2"
22,88,70,"Medium","Low","Medium","Public","High School",69,"21-30","2","2","3"
29,83,77,"High","Medium","Medium","Public","High School",70,"21-30","2","3","3"
25,63,63,"Medium","Medium","High","Private","Postgraduate",65,"21-30","1","1","3"
14,67,66,"Low","Low","Medium","Public","High School",57,"11-20","2","1","2"
28,76,75,"Low","Medium","High","Public","High School",68,"21-30","2","2","3"
22,67,58,"Medium","High","Low","Public","Postgraduate",67,"21-30","1","2","3"
24,92,69,"Medium","Medium","Medium","Private","High School",70,"21-30","2","3","3"
29,77,65,"Medium","Medium","Medium","Public","High School",68,"21-30","2","2","3"
13,64,62,"Medium","Low","Medium","Public","College",62,"11-20","1","1","2"
20,79,74,"Medium","Low","Medium","Public","High School",67,"11-20","2","2","3"
17,64,92,"Medium","Medium","Medium","Private","Postgraduate",66,"11-20","3","2","2"
11,65,62,"Medium","Medium","High","Public","College",60,"11-20","1","1","2"
22,70,83,"Low","Medium","","Public","College",65,"21-30","2","1","3"
35,94,63,"Medium","Low","High","Public","College",75,"30+","1","3","4"
9,97,57,"Medium","Medium","High","Public","High School",67,"0-10","1","2","1"
20,93,97,"Medium","Low","Medium","Public","Postgraduate",71,"11-20","3","3","3"
24,73,82,"Medium","Medium","Medium","Public","High School",63,"21-30","2","1","3"
21,71,55,"Low","High","High","Public","Postgraduate",67,"21-30","1","2","3"
19,82,82,"Low","Low","Medium","Private","Postgraduate",68,"11-20","2","2","2"
12,89,59,"Low","Low","High","Public","High School",65,"11-20","1","1","2"
21,100,94,"Medium","High","Medium","Public","College",72,"21-30","3","3","3"
15,65,62,"Medium","Medium","Medium","Public","High School",61,"11-20","1","1","2"
7,62,90,"Medium","Medium","Low","Public","College",60,"0-10","3","1","1"
27,88,60,"Medium","Low","Medium","Public","High School",72,"21-30","1","3","3"
26,93,78,"Medium","Medium","Medium","Public","Postgraduate",72,"21-30","2","3","3"
20,94,96,"Medium","Medium","Medium","Private","College",70,"11-20","3","3","3"
21,87,65,"High","Medium","Medium","Public","College",67,"21-30","2","2","3"
26,98,54,"Medium","Low","High","Private","Postgraduate",71,"21-30","1","3","3"
21,80,78,"Medium","Medium","Medium","Private","Postgraduate",66,"21-30","2","2","3"
25,97,59,"Low","Low","High","Public","High School",72,"21-30","1","3","3"
18,99,86,"Medium","High","Medium","Public","High School",70,"11-20","2","3","2"
28,94,80,"Medium","High","Medium","Public","High School",71,"21-30","2","3","3"
22,72,67,"High","Medium","Medium","Public","College",64,"21-30","2","1","3"
21,68,85,"Medium","High","Medium","Public","College",66,"21-30","2","2","3"
12,82,62,"Low","Medium","Medium","Public","High School",64,"11-20","1","1","2"
22,78,96,"Medium","Low","Medium","Public","High School",67,"21-30","3","2","3"
15,95,67,"High","Medium","Medium","Public","High School",67,"11-20","2","2","2"
16,64,88,"Medium","Medium","High","Public","High School",64,"11-20","3","1","2"
15,70,63,"Low","Medium","Medium","Private","High School",61,"11-20","1","1","2"
14,90,86,"Medium","Medium","Medium","Private","High School",99,"11-20","2","3","2"
33,64,52,"Low","High","Medium","Public","High School",67,"30+","1","2","4"
28,73,65,"High","High","High","Public","Postgraduate",72,"21-30","2","3","3"
32,75,55,"Medium","Medium","Medium","Public","High School",66,"30+","1","2","4"
13,85,73,"High","Medium","High","Public","Postgraduate",68,"11-20","2","2","2"
20,66,72,"Low","Medium","High","Public","College",64,"11-20","2","1","3"
12,94,68,"High","High","Medium","Public","High School",69,"11-20","2","2","2"
16,78,99,"Low","Low","Medium","Public","High School",65,"11-20","3","1","2"
14,97,62,"Medium","Medium","Medium","Public","Postgraduate",66,"11-20","1","2","2"
27,79,90,"Low","Medium","High","Public","High School",73,"21-30","3","3","3"
18,71,72,"Low","Low","Medium","Public","High School",63,"11-20","2","1","2"
26,66,67,"High","Medium","Medium","Public","High School",66,"21-30","2","2","3"
24,60,60,"Low","Low","High","Private","Postgraduate",65,"21-30","1","1","3"
34,81,82,"Low","Medium","High","Public","High School",71,"30+","2","3","4"
11,64,67,"High","Medium","Medium","Public","College",58,"11-20","2","1","2"
28,76,91,"Medium","Low","High","Private","High School",68,"21-30","3","2","3"
27,84,98,"Medium","Low","Medium","Public","High School",69,"21-30","3","2","3"
14,71,61,"Low","Low","Medium","Public","Postgraduate",63,"11-20","1","1","2"
26,67,56,"Medium","Medium","Medium","Public","College",66,"21-30","1","2","3"
22,91,66,"Medium","High","High","Public","College",69,"21-30","2","2","3"
19,98,73,"Medium","Low","Medium","Private","College",69,"11-20","2","2","2"
15,64,65,"Medium","Medium","Medium","Public","High School",63,"11-20","2","1","2"
16,66,99,"Medium","Low","Medium","Public","College",65,"11-20","3","1","2"
32,98,89,"Medium","High","Low","Private","College",76,"30+","3","3","4"
20,62,98,"High","High","High","Public","Postgraduate",67,"11-20","3","2","3"
25,99,69,"Medium","Low","High","Public","Postgraduate",70,"21-30","2","3","3"
15,60,65,"Medium","Medium","High","Public","College",60,"11-20","2","1","2"
15,95,70,"Medium","High","High","Public","High School",68,"11-20","2","2","2"
26,72,76,"Medium","Medium","Medium","Public","Postgraduate",68,"21-30","2","2","3"
12,98,87,"Medium","Low","Medium","Private","Postgraduate",70,"11-20","2","3","2"
18,73,94,"High","High","Medium","Private","Postgraduate",68,"11-20","3","2","2"
20,86,73,"Medium","Low","Low","Public","High School",69,"11-20","2","2","3"
21,63,64,"Medium","Low","Medium","Public","High School",62,"21-30","2","1","3"
19,70,66,"Medium","High","Low","Private","College",64,"11-20","2","1","2"
22,91,85,"Low","Medium","Medium","Private","High School",71,"21-30","2","3","3"
24,81,78,"Medium","Low","Medium","Public","High School",68,"21-30","2","2","3"
24,97,74,"High","Medium","Low","Public","High School",72,"21-30","2","3","3"
14,77,60,"Low","High","High","Private","Postgraduate",64,"11-20","1","1","2"
18,95,94,"Medium","Low","High","Public","High School",73,"11-20","3","3","2"
27,78,89,"Low","Low","Medium","Public","Postgraduate",69,"21-30","3","2","3"
25,99,57,"Medium","Medium","Low","Private","Postgraduate",70,"21-30","1","3","3"
12,98,68,"Medium","Low","High","Public","High School",69,"11-20","2","2","2"
22,73,77,"Medium","High","Medium","Public","High School",64,"21-30","2","1","3"
8,95,73,"Low","Medium","Medium","Private","College",66,"0-10","2","2","1"
20,94,70,"High","Medium","Medium","Public","High School",69,"11-20","2","2","3"
31,68,86,"Low","Low","Medium","Private","High School",68,"30+","2","2","4"
14,85,53,"Medium","Medium","Medium","Public","High School",65,"11-20","1","1","2"
15,63,74,"Medium","Low","Medium","Public","High School",62,"11-20","2","1","2"
25,93,63,"Medium","High","Medium","Public","Postgraduate",75,"21-30","1","3","3"
11,67,54,"Low","Low","Medium","Public","High School",60,"11-20","1","1","2"
16,63,73,"Medium","Medium","Medium","Public","College",63,"11-20","2","1","2"
24,76,59,"Medium","Medium","Medium","Public","College",66,"21-30","1","2","3"
16,83,63,"Medium","Medium","Medium","Public","Postgraduate",67,"11-20","1","2","2"
19,94,75,"Medium","Medium","Medium","Public","College",68,"11-20","2","2","2"
24,99,99,"Medium","Low","Medium","Public","High School",72,"21-30","3","3","3"
